timestamp,product_name,expiry_date,quantity,unit_price,channel,payment_method
2023-04-06T01:05:22Z,Danishes - Mini Raspberry,2023-05-21,4,189.35,Store,Cash
2023-04-24T18:47:26Z,Pears - Bartlett,2023-05-19,10,147.7,App,Visa
2023-04-23T00:23:00Z,Sobe - Tropical Energy,2023-05-19,13,158.74,Store,Cash
2023-04-14T09:46:35Z,Oil - Pumpkinseed,2023-05-26,6,109.91,Store,Cash
2023-04-04T21:33:24Z,Garbag Bags - Black,2023-04-26,13,115.99,Store,Visa
2023-03-21T19:27:12Z,Cookie Trail Mix,2023-04-07,12,83.37,Store,Cash
2023-04-08T00:36:30Z,Ecolab - Balanced Fusion,2023-07-03,7,94.15,Store,Cash
2023-04-30T14:47:15Z,Oil - Olive Bertolli,2023-06-30,8,94.05,Store,Visa
2023-04-26T14:04:05Z,Potatoes - Idaho 80 Count,2023-07-22,13,96.87,Store,Cash
2023-04-17T08:11:30Z,Salmon Steak - Cohoe 6 Oz,2023-06-05,5,198.58,Store,Cash
2023-04-24T16:18:29Z,Wine - Magnotta - Pinot Gris Sr,2023-06-17,17,218.22,App,Visa
2023-04-19T18:49:25Z,Steam Pan - Half Size Deep,2023-06-28,13,120.06,Store,Visa
2023-04-09T00:46:26Z,Ice Cream Bar - Oreo Cone,2023-07-04,5,157.7,Store,Cash
2023-04-27T16:30:28Z,Veal - Insides Provini,2023-06-02,4,152.28,App,Visa
2023-04-08T07:58:34Z,Remy Red,2023-04-23,16,72.66,App,Visa
2023-04-30T19:49:14Z,Cloves - Whole,2023-07-20,9,229.03,Store,Cash
2023-04-30T04:34:39Z,Pie Shells 10,2023-07-27,7,26.95,Store,Cash
2023-05-01T19:01:38Z,Cookies - Englishbay Wht,2023-07-21,14,18.11,Store,Cash
2023-03-28T20:41:55Z,Lamb - Ground,2023-06-07,6,231.07,App,Visa
2023-04-12T12:21:07Z,Pasta - Orzo Dry,2023-05-19,16,38.95,App,Visa
2023-04-24T15:00:34Z,Beef - Kobe Striploin,2023-06-05,7,114.58,Store,Cash
2023-03-23T01:59:12Z,Cheese - Parmesan Grated,2023-04-26,5,90.3,Store,Cash
2023-04-29T10:12:03Z,Longos - Grilled Chicken With,2023-06-16,10,35.02,App,Visa
2023-04-27T01:13:00Z,Stock - Chicken White,2023-07-09,11,222.44,Store,Cash
2023-05-11T20:37:17Z,Wine - White Pinot Grigio,2023-07-27,3,89.4,App,Visa
2023-04-07T23:20:52Z,Wine - Magnotta - Pinot Gris Sr,2023-05-31,3,142.4,Store,Cash
2023-04-05T21:57:51Z,Cups 10oz Trans,2023-05-25,15,27.39,Store,Cash
2023-04-22T08:49:32Z,Cheese - Parmesan Grated,2023-05-26,4,142.89,Store,Visa
2023-05-08T08:00:43Z,Pork - Belly Fresh,2023-07-17,3,102.23,Store,Visa
2023-03-21T11:02:36Z,Chicken - Leg / Back Attach,2023-06-11,15,60.84,Store,Cash
2023-03-24T02:02:12Z,Lamb Tenderloin Nz Fr,2023-06-15,11,71.94,Store,Cash
2023-04-21T08:57:10Z,Tea - Grapefruit Green Tea,2023-04-23,7,220.17,Store,Visa
2023-05-09T09:32:40Z,Flour - Rye,2023-05-21,9,137.83,App,Visa
2023-05-03T06:40:57Z,Fork - Plastic,2023-06-27,1,171.77,Store,Cash
2023-05-12T08:52:45Z,Sausage - Blood Pudding,2023-06-14,2,94.03,App,Visa
2023-03-19T15:57:50Z,Ecolab - Hand Soap Form Antibac,2023-05-01,14,213.11,App,Visa
2023-05-09T09:42:11Z,Spinach - Packaged,2023-07-02,15,82.78,Store,Visa
2023-04-14T00:37:24Z,Spinach - Baby,2023-07-03,15,106.7,App,Visa
2023-04-22T11:56:50Z,Beef - Bresaola,2023-06-25,4,120.44,Store,Cash
2023-04-25T07:39:14Z,Icecream - Dstk Super Cone,2023-04-29,8,249.39,Store,Visa
2023-05-06T20:35:10Z,Pasta - Shells Medium Dry,2023-07-18,2,190.76,Store,Cash
2023-03-14T06:04:25Z,Lid Tray - 12in Dome,2023-03-27,13,209.42,Store,Cash
2023-03-19T13:34:21Z,Sherry - Dry,2023-05-14,2,61.25,Store,Cash
2023-04-22T15:40:07Z,Lobster - Live,2023-05-04,5,102.1,Store,Cash
2023-04-06T02:13:04Z,Rice - Sushi,2023-06-20,3,209.26,Store,Visa
2023-03-30T06:23:32Z,Table Cloth 81x81 White,2023-04-30,12,88.57,App,Visa
2023-04-10T20:43:21Z,Duck - Breast,2023-04-14,10,98.76,Store,Cash
2023-04-15T10:38:30Z,Rum - Dark Bacardi Black,2023-06-14,2,108.37,App,Visa
2023-04-21T15:26:04Z,Bamboo Shoots - Sliced,2023-05-20,16,219.58,Store,Cash
2023-03-17T09:25:24Z,Flour Dark Rye,2023-05-06,6,39.94,Store,Cash
2023-04-03T21:43:30Z,Tamarillo,2023-05-27,7,161.88,Store,Visa
2023-05-07T14:47:32Z,Jameson Irish Whiskey,2023-06-10,10,131.48,Store,Cash
2023-05-11T16:19:55Z,Sunflower Seed Raw,2023-07-19,2,74.38,Store,Cash
2023-05-06T15:10:25Z,Soup Bowl Clear 8oz92008,2023-06-03,1,243.92,Store,Cash
2023-04-16T23:49:41Z,Rambutan,2023-05-20,2,56.77,Store,Cash
2023-04-10T18:52:24Z,Rice - Jasmine Sented,2023-05-14,2,22.23,Store,Cash
2023-04-28T20:43:37Z,Vaccum Bag 10x13,2023-06-24,8,1.75,App,Visa
2023-03-22T18:35:45Z,Wine - Vovray Sec Domaine Huet,2023-03-25,13,114.75,App,Visa
2023-04-25T02:17:51Z,Juice - Clam 46 Oz,2023-06-13,15,56.97,Store,Cash
2023-03-24T14:50:35Z,Carroway Seed,2023-04-15,12,110.79,Store,Visa
2023-03-24T17:34:44Z,Garbage Bags - Black,2023-04-01,4,52.16,Store,Cash
2023-03-19T10:56:51Z,V8 Pet,2023-04-08,11,67.8,Store,Cash
2023-03-28T05:31:03Z,Muffin Batt - Choc Chk,2023-04-16,11,198.12,App,Visa
2023-03-17T18:59:14Z,Jam - Raspberryjar,2023-05-08,6,210.55,Store,Cash
2023-04-28T19:45:36Z,Lamb - Whole Head Offnz,2023-07-27,4,156.18,App,Visa
2023-03-17T23:30:04Z,Trout Rainbow Whole,2023-04-17,3,57.67,Store,Cash
2023-05-10T20:47:24Z,Flower - Commercial Bronze,2023-05-30,5,229.38,Store,Cash
2023-05-07T11:16:27Z,Food Colouring - Pink,2023-05-31,5,229.43,Store,Cash
2023-04-23T02:40:26Z,Iced Tea Concentrate,2023-05-05,5,237.43,Store,Cash
2023-04-10T15:49:55Z,The Pop Shoppe - Black Cherry,2023-04-19,10,143.56,Store,Cash
2023-04-22T06:45:19Z,Gin - Gilbeys London Dry,2023-05-04,6,75.88,Store,Cash
2023-03-13T19:26:47Z,Salmon Steak - Cohoe 6 Oz,2023-04-25,11,184.79,Store,Cash
2023-05-05T01:12:35Z,Lamb Leg - Bone - In Nz,2023-07-09,11,226.27,Store,Visa
2023-04-21T18:56:27Z,Sauce - Ranch Dressing,2023-06-12,7,56.44,Store,Visa
2023-03-19T15:20:58Z,Cinnamon Buns Sticky,2023-05-13,14,146.71,App,Visa
2023-03-23T11:13:55Z,Tomatoes - Cherry,2023-06-16,5,120.14,App,Visa
2023-03-13T14:45:38Z,Tuna - Fresh,2023-04-22,16,205.66,Store,Visa
2023-04-03T19:34:17Z,Yogurt - Raspberry 175 Gr,2023-06-22,12,157.76,App,Visa
2023-04-05T13:31:56Z,Coffee Guatemala Dark,2023-05-24,1,96.42,Store,Cash
2023-04-23T02:30:35Z,Bonito Flakes - Toku Katsuo,2023-05-31,13,205.33,Store,Cash
2023-03-13T03:39:36Z,Wine - Remy Pannier Rose,2023-04-30,6,152.07,Store,Visa
2023-05-10T11:25:30Z,Beef - Ox Tongue Pickled,2023-05-27,9,74.86,Store,Cash
2023-03-17T08:38:22Z,Noodles - Cellophane Thin,2023-06-08,12,14.1,App,Visa
2023-03-31T12:41:24Z,Venison - Ground,2023-04-22,3,97.44,Store,Cash
2023-05-11T20:51:28Z,Bar - Granola Trail Mix Fruit Nut,2023-06-04,16,79.24,Store,Cash
2023-05-02T06:21:01Z,Calypso - Lemonade,2023-06-19,17,231.37,Store,Visa
2023-04-27T06:09:06Z,Cheese - Pied De Vents,2023-06-12,8,13.65,Store,Cash
2023-04-28T01:20:41Z,Squid U5 - Thailand,2023-07-02,17,165.36,App,Visa
2023-04-08T08:35:29Z,V8 - Vegetable Cocktail,2023-05-06,8,83.92,Store,Visa
2023-04-29T22:11:07Z,Tumeric,2023-06-03,13,58.06,App,Visa
2023-04-08T12:39:17Z,Nantucket Cranberry Juice,2023-05-22,5,15.91,App,Visa
2023-03-22T23:23:24Z,Quail - Eggs Fresh,2023-04-09,6,60.82,App,Visa
2023-04-30T19:24:12Z,Ice Cream Bar - Oreo Sandwich,2023-06-25,2,72.55,App,Visa
2023-03-30T17:50:08Z,Pepper - Cayenne,2023-05-14,4,148.1,App,Visa
2023-04-23T08:59:32Z,Iced Tea - Lemon 460 Ml,2023-06-05,15,148.29,Store,Cash
2023-04-27T06:47:25Z,Bread - Calabrese Baguette,2023-06-02,14,26.91,Store,Cash
2023-04-20T01:35:22Z,Juice - Lime,2023-07-18,9,72.3,Store,Cash
2023-03-27T21:46:49Z,Wine - Puligny Montrachet A.,2023-04-06,4,173.98,Store,Cash
2023-04-09T15:38:40Z,Blackberries,2023-07-07,8,39.36,Store,Visa
2023-05-11T06:23:20Z,Tart - Lemon,2023-07-06,10,34.7,App,Visa
2023-04-25T04:55:11Z,Pastry - French Mini Assorted,2023-05-03,11,226.4,App,Visa
2023-05-05T12:37:45Z,Shrimp - Black Tiger 13/15,2023-07-28,5,221.89,App,Visa
2023-04-17T17:11:48Z,Venison - Racks Frenched,2023-05-21,3,219.24,Store,Cash
2023-04-20T14:27:40Z,Grapefruit - White,2023-05-01,14,63.27,Store,Cash
2023-04-26T05:24:34Z,Squid U5 - Thailand,2023-07-09,3,39.35,Store,Cash
2023-04-24T04:53:35Z,Mackerel Whole Fresh,2023-06-23,4,146.56,App,Visa
2023-04-24T02:13:01Z,Bread - Mini Hamburger Bun,2023-06-22,4,29.1,Store,Cash
2023-04-22T22:33:35Z,Tuna - Yellowfin,2023-06-21,16,167.07,Store,Cash
2023-03-14T07:25:07Z,Lid Coffeecup 12oz D9542b,2023-03-21,1,189.9,App,Visa
2023-05-07T08:03:20Z,Trout Rainbow Whole,2023-06-08,4,41.41,App,Visa
2023-05-02T19:30:49Z,Trueblue - Blueberry,2023-07-26,4,32.75,Store,Cash
2023-03-13T07:38:17Z,Uniform Linen Charge,2023-05-04,13,43.35,Store,Visa
2023-05-08T04:47:14Z,Oats Large Flake,2023-06-30,11,37.87,Store,Cash
2023-04-25T15:27:54Z,Pasta - Fusili Tri - Coloured,2023-05-10,9,128.45,Store,Cash
2023-03-29T09:50:36Z,Mint - Fresh,2023-05-03,4,220.22,App,Visa
2023-03-17T14:17:05Z,Shrimp - Black Tiger 26/30,2023-05-11,13,107.35,App,Visa
2023-03-19T18:13:45Z,Doilies - 8 Paper,2023-05-04,17,193.87,Store,Visa
2023-03-30T08:54:44Z,Bar Energy Chocchip,2023-06-11,2,234.78,App,Visa
2023-05-08T19:51:28Z,Soup Campbells Mexicali Tortilla,2023-07-18,7,48.68,App,Visa
2023-03-28T21:57:37Z,Lettuce - Iceberg,2023-05-10,8,80.17,App,Visa
2023-03-18T13:28:27Z,Tomatoes - Orange,2023-06-02,17,121.68,Store,Visa
2023-04-12T23:32:28Z,Bouillion - Fish,2023-05-31,17,249.86,Store,Cash
2023-03-30T15:25:24Z,Bread - Olive Dinner Roll,2023-04-14,10,213.55,Store,Visa
2023-03-16T14:21:20Z,Breakfast Quesadillas,2023-06-06,4,176.63,Store,Visa
2023-03-24T04:06:52Z,Chick Peas - Canned,2023-05-26,6,184.52,Store,Visa
2023-03-23T11:21:44Z,Bread - Multigrain,2023-06-09,13,180.26,App,Visa
2023-04-21T01:50:40Z,Scotch - Queen Anne,2023-06-19,5,13.17,App,Visa
2023-04-30T17:27:23Z,Gingerale - Schweppes 355 Ml,2023-06-02,14,242.78,Store,Visa
2023-04-19T13:46:34Z,Samosa - Veg,2023-07-10,17,105.58,App,Visa
2023-05-07T10:43:17Z,Chocolate Liqueur - Godet White,2023-07-14,5,66.44,Store,Visa
2023-03-29T20:12:16Z,Pork Salted Bellies,2023-05-28,13,247.3,Store,Cash
2023-03-13T09:30:14Z,Container - Clear 32 Oz,2023-03-22,9,107.39,Store,Cash
2023-03-27T16:03:09Z,Capon - Breast Wing On,2023-04-21,1,33.14,Store,Cash
2023-03-29T09:07:34Z,Quail - Whole Boneless,2023-06-18,13,120.15,App,Visa
2023-04-02T14:34:24Z,Ice Cream - Strawberry,2023-05-03,17,134.17,App,Visa
2023-04-16T06:24:12Z,Beer - Steamwhistle,2023-05-05,17,55.45,Store,Cash
2023-03-25T04:57:00Z,Blouse / Shirt / Sweater,2023-04-21,13,190.92,Store,Visa
2023-05-04T19:20:16Z,Oven Mitts 17 Inch,2023-06-28,17,156.06,Store,Cash
2023-05-01T02:38:36Z,Calypso - Pineapple Passion,2023-06-28,15,215.01,Store,Cash
2023-04-22T10:01:33Z,Sauce - Cranberry,2023-04-29,11,91.42,Store,Cash
2023-04-16T02:36:08Z,Figs,2023-05-13,15,98.96,Store,Cash
2023-05-04T11:23:34Z,Gatorade - Xfactor Berry,2023-05-10,2,222.32,App,Visa
2023-05-07T02:37:43Z,Juice - V8 Tomato,2023-05-10,8,103.59,App,Visa
2023-03-29T20:06:30Z,Kellogs Raisan Bran Bars,2023-06-10,12,97.09,Store,Cash
2023-05-03T13:02:19Z,Muffin Hinge Container 6,2023-06-16,15,229.66,Store,Cash
2023-04-08T18:09:19Z,Bag - Clear 7 Lb,2023-04-09,5,130.28,App,Visa
2023-03-31T11:25:54Z,Cake - Bande Of Fruit,2023-06-18,5,49.21,Store,Visa
2023-04-15T23:33:29Z,Wine - Muscadet Sur Lie,2023-05-28,3,4.37,Store,Visa
2023-04-17T18:11:39Z,Duck - Breast,2023-05-24,14,108.74,Store,Cash
2023-05-08T15:26:52Z,French Pastry - Mini Chocolate,2023-08-04,10,247.5,App,Visa
2023-04-10T21:07:13Z,Cut Wakame - Hanawakaba,2023-06-01,17,42.9,Store,Visa
2023-03-22T14:32:51Z,Salt - Kosher,2023-05-01,10,152.86,Store,Visa
2023-04-09T09:49:55Z,Oyster - In Shell,2023-05-07,16,6.2,Store,Cash
2023-03-19T11:50:22Z,Goulash Seasoning,2023-04-22,3,125.92,Store,Cash
2023-03-30T18:36:06Z,Sprouts - Bean,2023-06-13,9,12.4,App,Visa
2023-05-05T17:55:39Z,Beef - Sushi Flat Iron Steak,2023-05-15,11,208.18,Store,Cash
2023-03-15T17:35:31Z,Danishes - Mini Raspberry,2023-05-01,9,171.78,Store,Visa
2023-03-15T20:17:48Z,Pepper - Chillies Crushed,2023-06-06,15,71.62,Store,Cash
2023-04-23T23:51:24Z,Vegetable - Base,2023-07-09,14,11.58,Store,Visa
2023-04-21T06:29:15Z,Wine - Beaujolais Villages,2023-06-10,1,248.8,App,Visa
2023-03-24T13:00:03Z,Pork - Back Ribs,2023-06-15,10,132.1,Store,Cash
2023-03-19T15:07:54Z,Sauce - Cranberry,2023-06-08,6,98.03,Store,Cash
2023-04-03T23:47:41Z,Chocolate - Pistoles Lactee Milk,2023-06-11,14,150.72,Store,Visa
2023-03-21T20:20:51Z,Yams,2023-04-01,3,39.64,Store,Visa
2023-04-21T06:27:59Z,Bread - Corn Muffaleta Onion,2023-06-30,9,97.04,Store,Cash
2023-03-27T19:03:48Z,Veal - Shank Pieces,2023-05-05,10,180.62,Store,Visa
2023-04-04T00:26:31Z,Apricots Fresh,2023-06-10,5,236.58,App,Visa
2023-03-20T03:12:48Z,Yogurt - Plain,2023-03-30,9,3.18,Store,Cash
2023-03-14T08:11:44Z,Eggplant Oriental,2023-04-21,6,6.22,Store,Cash
2023-03-21T21:20:05Z,Arizona - Plum Green Tea,2023-04-21,17,248.49,Store,Visa
2023-03-31T12:31:36Z,Tart Shells - Sweet 4,2023-05-15,16,9.18,App,Visa
2023-04-05T07:40:02Z,Clementine,2023-06-22,7,29.78,App,Visa
2023-05-07T14:06:09Z,Longos - Chicken Curried,2023-07-21,7,117.91,Store,Cash
2023-03-19T04:08:21Z,Juice - Lemon,2023-04-03,3,197.83,Store,Cash
2023-04-26T16:39:10Z,Water - Mineral Carbonated,2023-05-25,13,98.96,Store,Cash
2023-04-27T10:56:40Z,Gin - Gilbeys London Dry,2023-05-04,10,58.85,Store,Cash
2023-04-07T01:55:18Z,Rice - 7 Grain Blend,2023-05-26,15,228.9,Store,Cash
2023-03-15T16:38:55Z,Chicken - Diced Cooked,2023-05-20,4,212.51,Store,Cash
2023-03-31T12:00:30Z,Pork - Chop Frenched,2023-05-11,3,238.54,App,Visa
2023-03-16T10:45:22Z,Cheese - Mozzarella Buffalo,2023-06-09,10,14.16,Store,Cash
2023-04-24T18:37:49Z,Macaroons - Two Bite Choc,2023-04-25,6,41.36,Store,Cash
2023-04-07T07:07:31Z,Dried Apple,2023-05-28,14,244.94,App,Visa
2023-03-22T20:51:51Z,Wiberg Cure,2023-03-24,7,223.75,App,Visa
2023-04-21T17:37:04Z,Lettuce - Belgian Endive,2023-05-26,9,204.08,App,Visa
2023-04-04T16:52:47Z,Noodles - Steamed Chow Mein,2023-06-02,8,75.56,Store,Cash
2023-04-06T05:46:05Z,Lemons,2023-06-16,4,217.14,App,Visa
2023-05-02T14:18:01Z,Beef - Outside Round,2023-07-09,4,110.56,Store,Cash
2023-05-05T22:29:21Z,Beans - Turtle Black Dry,2023-05-28,3,87.87,App,Visa
2023-05-03T17:05:34Z,Pear - Asian,2023-07-16,10,195.58,Store,Cash
2023-05-10T12:11:29Z,Soup - Campbells Tomato Ravioli,2023-05-23,13,126.6,Store,Visa
2023-04-26T02:43:56Z,Pepper - Scotch Bonnet,2023-06-26,15,81.35,App,Visa
2023-04-01T18:46:17Z,Wine - White Chardonnay,2023-05-02,6,107.88,App,Visa
2023-03-20T23:31:16Z,Cherries - Fresh,2023-05-19,3,141.18,App,Visa
2023-03-27T15:52:04Z,Wine - Ruffino Chianti Classico,2023-03-28,8,146.22,App,Visa
2023-05-01T17:53:12Z,Bandage - Flexible Neon,2023-06-10,16,171.08,App,Visa
2023-03-31T13:21:46Z,Cake - Box Window 10x10x2.5,2023-05-17,14,171.01,Store,Visa
2023-03-29T19:51:55Z,Eggs - Extra Large,2023-04-14,13,245.29,Store,Visa
2023-04-13T05:56:27Z,Lemonade - Black Cherry 591 Ml,2023-06-03,12,14.9,Store,Cash
2023-03-27T08:03:09Z,Beef - Ground Extra Lean Fresh,2023-06-20,6,105.93,App,Visa
2023-04-19T17:36:12Z,Wine - Prosecco Valdobiaddene,2023-05-30,5,6.29,Store,Cash
2023-04-16T03:37:20Z,Wine - Beaujolais Villages,2023-05-16,15,150.69,App,Visa
2023-04-12T12:39:38Z,Pastry - Chocolate Chip Muffin,2023-05-01,11,173.18,Store,Cash
2023-04-17T04:55:59Z,Bar - Sweet And Salty Chocolate,2023-07-14,3,12.99,Store,Visa
2023-03-20T06:05:58Z,Cocoa Powder - Dutched,2023-04-09,3,102.33,Store,Cash
